# Review of the mined skill names (issue #40): one verdict per name of taxonomy-mined-2026-09-24.tsv,
# in that file's order. Sonnet subagents first screened all names (a drop noted "screened out"),
# then reviewed the survivors with the rules of taxonomy-review-2026-09-24.tsv. The reviewers were
# cut off by the usage limit before finishing: 334 survivors, noted "not reviewed", have no verdict
# and are left for issue #41. Key conflicts between reviewers were settled by hand, noted "merge:".
# Merged with taxonomy-review-2026-09-24.tsv into src/main/resources/taxonomy/skills.tsv by
# scripts/taxonomy_select.py with a threshold of 3.
name	verdict	canonical	category	aliases	note
English Excellent	drop			language-proficiency requirement phrase, not a technology	
Envoy Proxy	drop				screened out
Essential Proven	drop				screened out
Fabric Azure	drop			fragment/reordering artifact (likely "Microsoft Fabric"), too few occurrences	
Falco	keep	Falco	security		
Fastly	keep	Fastly	cloud		
Feast	keep	Feast	ml		
FIDO	drop				screened out
Firehose	drop				screened out
Front End React	drop				screened out
gateway experience	drop				screened out
GCP Certifications	drop				screened out
GitHub Jira	drop			glued fragment of two separate tools (GitHub + Jira), already in taxonomy separately	
GitLab experience	drop				screened out
Google Apps	keep	Google Workspace	tool	Google Apps|G Suite	
Gov	drop			generic abbreviation ("government"), ambiguous, no unambiguous spelling	
GPO	drop				screened out
IAM Identity Center	keep	AWS IAM Identity Center	security	IAM Identity Center	
Implementierung	drop			German word for "implementation", not a technology	
iOS SDK	keep	iOS SDK	tool		
Ironic	keep	OpenStack Ironic	devops	Ironic	low confidence: also collides with the common adjective "ironic"
ISE	drop				screened out
Jamf Pro	drop				screened out
JavaScript Developer	drop				screened out
Kubernetes Demonstrated	drop				screened out
Kubernetes DevOps	drop				screened out
Kubernetes Git	drop				screened out
Kubernetes Partner	drop			marketing/partner-program phrase fragment, not a technology	
Kubernetes preferred	drop				screened out
Kueue	drop				screened out
Lang	drop			generic fragment/abbreviation ("language" or part of a longer name like LangChain), unsafe	
Linux Python	drop				screened out
LIT	drop				screened out
Lite	drop				screened out
Management SaaS	drop				screened out
Management Terraform	drop				screened out
MC	drop			ambiguous two-letter abbreviation, unsafe	
MCAP	drop				screened out
Microsoft .NET	keep	.NET	framework	Microsoft .NET	merges with .NET 10 row
Microsoft Certified Solutions	drop				screened out
MISRA C	keep	MISRA C	tool		
Mitarbeitenden	drop			German word ("employees"), not a technology	
Nitro	drop				screened out
OpenSCAP	drop				screened out
Optimize Kubernetes	drop				screened out
Preferred Qualifications Proficiency	drop				screened out
Produkt	drop				screened out
Python Good	drop				screened out
Python Proficient	drop				screened out
Python REST APIs	drop				screened out
Python The	drop				screened out
Qualifications 6	drop				screened out
Query Zustand	drop				screened out
RAG Fine	drop			fragment of phrase (likely "RAG, Fine-tuning"), not a technology	
RDS Aurora PostgreSQL	drop				screened out
Redux Toolkit	drop				screened out
relevant Microsoft	drop				screened out
Responsibilities Backend	drop				screened out
Responsibilities Execute	drop				screened out
Responsibilities Test	drop				screened out
Retraite	drop			French word ("retirement"), not a technology	
Rust Software	drop				screened out
Salesforce Agentforce	keep	Salesforce Agentforce	ml	Agentforce	
Salesforce Certified Platform	drop				screened out
SFDX	keep	Salesforce DX	tool	SFDX	merges with Salesforce DX row
Sicherheit	drop				screened out
Sitecore	drop				screened out
SMP	drop				screened out
Snowflake Airflow	drop				screened out
Snowflake SQL	keep	Snowflake	data	Snowflake SQL	merge into existing Snowflake
SOM	drop				screened out
Spark Structured	drop			fragment of "Spark Structured Streaming"	
Spark Structured Streaming	drop				screened out
Spring Framework Experience	drop			fragment: "Spring Framework" (already in taxonomy) + "Experience" suffix	
SQLMesh	drop				screened out
Terraform A	drop			fragment of "Terraform" + following word (e.g. "Terraform AWS"), already in taxonomy	
TimescaleDB	drop				screened out
Typescript Knowledge	drop				screened out
Uniswap	drop				screened out
US Secret	drop				screened out
V Experience	drop			fragment/extraction artifact, not a technology	
Vault Azure	drop				screened out
Vorteil	drop			German word ("advantage"), not a technology	
VRF	keep	VRF	networking		
Windows services	drop				screened out
Workspace ONE	drop				screened out
X.509	drop				screened out
You Bring 4	drop				screened out
190K	drop				screened out
ACM	keep	AWS Certificate Manager	security	ACM	
ADaM	drop			ambiguous with personal name "Adam"; CDISC ADaM clinical data standard	
Administer Microsoft	drop				screened out
Adobe Creative Suite	keep	Adobe Creative Cloud	tool	Adobe Creative Suite	merge into existing Adobe Creative Cloud
AI practitioner	drop				screened out
AI What We	drop				screened out
Akamai	keep	Akamai	cloud		
Aktivit	drop				screened out
Allure	keep	Allure	testing		
AMI	keep	Amazon Machine Image	cloud	AMI	
Analytics 4	drop				screened out
Android You	drop				screened out
Anwendungen	drop				screened out
API Gateway ECS	drop				screened out
APIs Collaborate	drop				screened out
AppArmor	keep	AppArmor	security		
ArcGIS Server	keep	ArcGIS	tool	ArcGIS Server	merge into existing ArcGIS
are nice	drop				screened out
ASP.NET Web	drop				screened out
AVFoundation	keep	AVFoundation	framework		
AWS Cost	drop				screened out
AWS Elastic	drop				screened out
AWS Professional	drop				screened out
AWX	keep	AWX	devops		
AZ 400	drop				screened out
Azure Blob Storage	keep	Azure Blob Storage	cloud		
Azure Deep	drop				screened out
Azure Site	drop				screened out
Azure SQL Database	keep	Azure SQL Database	database	SQL Azure	merges with SQL Azure row
Azure The	drop				screened out
Azure Virtual Desktop	keep	Azure Virtual Desktop	cloud		
BMIDE	keep	BMIDE	tool		
Boot Spring MVC	drop				screened out
C++ Excellent	drop				screened out
C++ We	drop				screened out
CANalyzer	keep	CANalyzer	tool		
CD Azure	drop				screened out
CD Azure DevOps	drop				screened out
CD Terraform	drop				screened out
CDISC	drop			standards organization name (produces ADaM/SDTM standards), not itself a technology	
Certification CompTIA	drop				screened out
Certified Implementation	drop				screened out
Certified Technical	drop				screened out
CIPP	drop				screened out
Claude Enterprise	keep	Claude Enterprise	ml		
CloudTrail GuardDuty	drop				screened out
CompTIA Server+	drop				screened out
Coupa	drop				not reviewed
CSS3 Experience	drop				screened out
cuDNN	drop				not reviewed
Data Pipelines AWS	drop				screened out
Databricks MLFlow	drop				screened out
Databricks Unity Catalog	drop				not reviewed
Datalake	drop				screened out
Deseable	drop				screened out
desenvolvedoras	drop				screened out
DevOps Hands	drop				screened out
Diode	drop				screened out
DMARC	drop				not reviewed
DRF	drop				not reviewed
e.g Kotlin	drop				screened out
ECS RDS	drop				screened out
ElasticSearch Docker	drop				screened out
Engineer Lead	drop				screened out
Engineer Python	drop				screened out
Ern	drop				screened out
EUC	drop				screened out
Expeditions	drop				screened out
Expert Python	drop				screened out
F5 BIG	drop				not reviewed
Fastify	drop				not reviewed
Gateway ECS	drop				screened out
GCP What	drop				screened out
Gemini Enterprise Agent	drop				not reviewed
Gen2	drop				screened out
Git Maven	drop				screened out
GitHub Advanced	drop				screened out
GitHub Advanced Security	drop				not reviewed
Google Analytics 4	drop				not reviewed
Google Suite	drop				not reviewed
GPTQ	drop				not reviewed
GuardDuty Security	drop				screened out
GuardDuty Security Hub	drop				screened out
Guice	drop				not reviewed
Implementation Specialist	drop				screened out
Infoblox	drop				not reviewed
Iru	drop				screened out
Java +	drop				screened out
Java What You	drop				screened out
Kafka Familiarity	drop				screened out
Kubernetes Docker Terraform	drop				screened out
Kubernetes Google	drop				screened out
KubeVirt	drop				not reviewed
LCAT	drop				screened out
Madrona	drop				screened out
March 2026	drop				screened out
Mastery Advanced	drop				screened out
Microsoft Exchange	drop				not reviewed
Microsoft Fabric Azure	drop				not reviewed
Modeling Star	drop				screened out
NICs	drop				screened out
Node.js Strong	drop				screened out
OOD	drop				screened out
OOPS	drop				screened out
Open AI	drop				not reviewed
Orchestration LLM	drop				screened out
pessoas desenvolvedoras	drop				screened out
Postgres Kubernetes	drop				screened out
PostgreSQL Strong	drop				screened out
Protocol Security	drop				screened out
Python Understanding	drop				screened out
Qualifications Additional	drop				screened out
Que Procuramos	drop				screened out
R Strong	drop				screened out
RabbitMQ AWS	drop				screened out
Range California	drop				screened out
RDS PostgreSQL	drop				screened out
Redis S3	drop				screened out
Required Qualifications Proven	drop				screened out
Requirements 1	drop				screened out
Reserved Instances	drop				screened out
Responsibilities Monitor	drop				screened out
Responsibilities Plan	drop				screened out
REST APIs Familiarity	drop				screened out
REST Web	drop				screened out
RESTful APIs Familiarity	drop				screened out
Salesforce Architect	drop				screened out
SAML Experience	drop				screened out
Server Sent	drop				screened out
Server Sent Events	drop				not reviewed
Service Azure	drop				screened out
SIPR	drop				screened out
Skills C#	drop				screened out
Spacelift	drop				not reviewed
SQL APIs	drop				screened out
SQL REST	drop				screened out
SW Engineer	drop				screened out
TCV	drop				screened out
Telegraf	drop				not reviewed
Teleworking	drop				screened out
Tools Azure	drop				screened out
TVM	drop				not reviewed
Typescript We	drop				screened out
UEM	drop				screened out
Unternehmen Das	drop				screened out
v4	drop				screened out
VAR	drop				screened out
WebdriverIO	drop				not reviewed
Webservices	drop				screened out
Xen	drop				not reviewed
Zero Touch Provisioning	drop				screened out
100 USD Zone	drop				screened out
2028 Strong	drop				screened out
230K	drop				screened out
252.204	drop				screened out
70M	drop				screened out
Agile SDLC	drop				screened out
Amazon Neptune	drop				not reviewed
Amazon SQS	drop				not reviewed
AMQP	drop				not reviewed
Android Strong	drop				screened out
Ansible Familiarity	drop				screened out
Apache Pulsar	drop				not reviewed
APIs Hands	drop				screened out
APIs Lead	drop				screened out
APIs Modern	drop				screened out
APIs The	drop				screened out
ArgoCD GitHub Actions	drop				screened out
AWS Advanced	drop				screened out
AWS Build	drop				screened out
AWS DynamoDB	drop				screened out
AWS ML	drop				screened out
AWS MSK	drop				not reviewed
AWS SQL	drop				screened out
Azure API	drop				screened out
Azure Developer Associate	drop				screened out
Azure Site Recovery	drop				not reviewed
Azure Synapse Analytics	drop				not reviewed
background Familiarity	drop				screened out
based API	drop				screened out
Behavioral Competencies	drop				screened out
Bezos	drop				screened out
C# .NET Framework	drop				screened out
C++ Understanding	drop				screened out
CameraX	drop				not reviewed
CDK Experience	drop				screened out
Certificaci	drop				screened out
Checkmarx	drop				not reviewed
CircleCI Experience	drop				screened out
CISSP Certified	drop				screened out
Claude Cowork	drop				not reviewed
Cloud API	drop				screened out
Coralogix	drop				not reviewed
Databricks Develop	drop				screened out
DataDog AWS	drop				screened out
Deine Erfahrung	drop				screened out
DFARS 252.204	drop				screened out
DMV	drop				screened out
ECS Kubernetes	drop				screened out
Eigeninitiative	drop				screened out
EKS AWS	drop				screened out
EKS Infrastructure	drop				screened out
Engineer Azure	drop				screened out
Engineer Key	drop				screened out
Engineer Remote	drop				screened out
Engineer The Role	drop				screened out
Entwickle	drop				screened out
EPP	drop				screened out
Erfolg	drop				screened out
Experience group	drop				screened out
Fast API	drop				not reviewed
Firecracker	drop				not reviewed
Fort Meade	drop				screened out
Foundry AWS	drop				screened out
GCM	drop				not reviewed
GCP Excellent	drop				screened out
GDM	drop				screened out
GeoPandas	drop				not reviewed
Git Cloud	drop				screened out
Go Lang	drop				not reviewed
Google Cloud Familiarity	drop				screened out
GoogleTest	drop				not reviewed
GPU Operator	drop				not reviewed
gRPC API	drop				screened out
GSI	drop				screened out
HubSpot Workflows	drop				not reviewed
IEEE 802.11	drop				not reviewed
Inklusion	drop				screened out
Internet Protocol	drop				not reviewed
ITIL Certification	drop				screened out
Java web	drop				screened out
JAX Strong	drop				screened out
JDK	drop				not reviewed
Jenkins AWS	drop				screened out
Kubernetes API	drop				not reviewed
Kubernetes PostgreSQL	drop				screened out
Linux Bash	drop				screened out
Linux Engineering	drop				screened out
Linux You	drop				screened out
Looker Experience	drop				screened out
Management Engineer	drop				screened out
Matillion	drop				not reviewed
Navigator	drop				screened out
Netherlands We	drop				screened out
NixOS Experience	drop				screened out
NVIDIA GPUs	drop				not reviewed
Oak	drop				screened out
OpenSSL	drop				not reviewed
Oracle Certified	drop				screened out
PlanetScale	drop				not reviewed
Polarion	drop				not reviewed
Practices Agile	drop				screened out
Preferred Qualifications Active	drop				screened out
PWA	drop				not reviewed
Python .NET	drop				screened out
Python AI	drop				screened out
Python Comfort	drop				screened out
Python Nice	drop				screened out
Python Working	drop				screened out
Qualifications Educational	drop				screened out
React Deep	drop				screened out
React Familiarity	drop				screened out
React Tailwind CSS	drop				screened out
Referential	drop				screened out
Remix	drop				not reviewed
RLS	drop				not reviewed
Role As Director	drop				screened out
Salesforce Commerce	drop				not reviewed
Selenium Appium	drop				screened out
Server Azure	drop				screened out
Server Cloud	drop				screened out
Snowflake Exposure	drop				screened out
Solid AWS	drop				screened out
Solid CS	drop				screened out
Solutions Architect AWS	drop				screened out
Spring Hibernate	drop				screened out
SQL a	drop				screened out
SQL Ability	drop				screened out
SSG	drop				screened out
Steuerung	drop				screened out
Sybase	drop				not reviewed
Team Manager	drop				screened out
UKG	drop				not reviewed
Umgang	drop				screened out
ViewModel	drop				not reviewed
VSCode	drop				not reviewed
Vue 3	drop				not reviewed
Wazuh	drop				not reviewed
Win32	drop				not reviewed
Windows Experience	drop				screened out
YAML JSON	drop				screened out
ZenML	drop				not reviewed
+ on	drop				screened out
1P	drop				screened out
1Password	drop				not reviewed
21 Spring	drop				screened out
304	drop				screened out
About you 10+	drop				screened out
ACR	drop				not reviewed
Actions Design	drop				screened out
